-aik,dollar
pilei,new
pilei_jijjawiknej,young_widow
pilekn,new_cloth
pile'sm,novice
pilijilta'sik,newly_blazed_thing
pilikan,new_house
pilikana'kamikt,new_campsite_or_development
piliman,new_potato
piljaqan/k,mitten
piljaqna'm,mittens
pilsa'qiey,tingly
pilse'k,numb
pilsimatl,speak_falsely_of
pilsimk,speak falsely of him
piltuamatl,see_something_strange_about
piltuaptɨk,see_something_strange_in
piltua'sɨk,turn_out_differently
piltua'sit,turn_out_unexpectedly
piltu'wi'tatl,call_by_different_name
piltu'wi'tɨk,call_by_different_name
piluamukwiaq,change_color
piluamukwiet,change_color
pilu'assit,foolish
piluei,changed
piluo'qewe'j,stranger
piluostikitaqan,wigwam banking
piluowei,bullet
piluowei,pellet
pi'mat,hunt_waterfowl
pipanikesit,ask
pipanimatl,ask
pipanui'jkatasik,revealed
pipanui'jkatm,scrutinize
pi'pi,peavey_hook
pipnaqan,bread
pipnaqane'ji'j,caraway_seed
pipnaqsikn,bread
pipnu'jaqamati,mirror
pipqoqsitan,corn_(on_foot)
piptoqa'q,cylindrical
piptoqopskek,round_(globular)
piptoqopskɨsit,round_(globular)
piptoqwa'q,cylindrical_thing
piptukwakik,round_(circular)
piptukwakit,round_(circular)
piptulu'skataqnji'jl,dumpling
pipua'smukwet,blow_a_horn
pipukwaqan,wind_instrument
pipukwaqane'j,bugler
pipukwaqan'ji'j,whistle
pipukwaqn,flute
pipukwes,(chicken)_hawk
pipukwet,make_music_on_horn
pipuno'kwo'm,oven
pipuno'q,oven
pis,flea
pi'san,diaper
pi'sano'tlatl,diaper
pisaqan,bubble
pisaqnatkul,lichen
pisaqnatkwe'j,baby
pisaqnatkwl,moss
pisaquna'tu,bubble
pisaquniaq,bubble
pi'sati,urine
pise'lamam,foam of blood
pɨsew,sponge
pisewiaq,foamy
pisewiet,foamy
pisewtuna't,foam_at_mouth
pi'si,urinate
pɨsi,wigwam_pole
pisit,inside
pisk,fleas
piska'taqanapi,chain
piska'taqanapi'ji'j,small_chain
piskiamukwa'sik,dark
piskiaq,dark
piskuije'watl,accompany_inside
piskukkwalatl,follow_inside
piskukkwatk,follow_inside
pɨskukun,necklace
piskulaq,rain_into
pisku'pani'ksɨk,drift_inside_(snow)
pisku'squnan,toe
piskwa'latl,bring_inside
piskwapa'q,tide is coming in
piskwapaqte'mn,type in
piskwapa'sit,peek_in
piskwapit,look_in_(from_outside)
piskwa'q,enters
piskwa't,enters
piskwate'kn,door
piskwa'toq,bring_inside
piskwi,bladder
piskwikiaq,curve_inward
piskwikiet,curve_inward
piskwi'putoq,runs_inside_with_it
pismuti,mattress
pi'snalatl,pack_(pipe)_with_tobacco
pi'snsit,pack_pipe
pisoqatalk,eat
pisoqosɨti,button
pisoqotalk,eat_much
pisoqqowieksit,greedy
pissaqutnat,has_numb_mouth
pisse'k,numb
pissiet,become_numb
pistamun,"bread_spread_or_sop_(fat,_molasses,_etc.)"
pisu',free
pisuilsu'tmaqan,false_accusation
pisuilsu'tmuatl,accuse_falsely
pisuimatl,slander
pisuwit,flea_infested
pitaku,dragon fly
pitalqek,deep_hole
pitalu,cougar
pitalu,lion
pitaluat,long tailed
pitamkletesink,flare_up_(toward_inside)
pitamkletesk,flare_up_(toward_inside)
pita'q,long
pitaqan,arrow_pouch
pita'qawei'mkl,trousers
pitaqawe'l,trousers
pita'qewe'l,pants
pitaskɨpit,penetrate
pitaskɨtek,penetrate
pi'taw,up_the_coast
pi'tawa'latl,take_up_the_coast
pi'tawa'sɨk,up_the_coast
pi'tawa'sit,goes_up_the_coast
pi'tawa'toq,take_up_the_coast
pi'tawe'k,at_up_the_coast
pi'tawkowa'j,male_from_up_the_coast
pi'tawkowi'skw,female_from_up_the_coast
pitek,inside_of_it
pɨtew,broth
pɨtewei,tea
pɨteweie'mat,take_tea
pɨteweio'q,teapot
pitiasit,lit_up
pitiatek,lit_up
pi'tɨpet,pour_in
pi'tisiknta'tl,caulk
pi'tisiknte'k,caulk
pitkmalatl,stuff
pitkmatk,stuff
pitkmatumkewei,freight
pitkmewatl,load_for
pitlan,finger_splint
pitlanapu'l,green bean soup
pitlanji'j,string_bean
pito'qiptinat,long·armed
pitoqna'q,long
pitoqna't,long
pito'qnikatat,legs are long
pitoqoluajit,animal_with_long_neck
pitoqoluajit,animnal_with_long_neck
pitoqpit,sit_(set)_underneath
pitoqsit,tall
pitoqtek,set_underneath
pitoqtek,burn_underneath
pitqasawet,arm_gun
pitqonat,wear_high_heel_shoes
pi'ts,beet
pittaq,long
pittaqapekisk,long_enclosed_structure
pittaq-lika't,long strides
pittaqqewei,long one
pittaqsit,long
pitto'tul'timk,auction  forty·five_(card_game)
pituasaqasik,partition off
pituasaw,split eel
pitu'asaw,eel
pitueka'latl,line_a_garment(as_coat)
pitueka'taqan,lining
pitueka'toq,line_(a_garment)
pitui-mtlnaqan,one_thousand
pitu'kun,cloak
pitu'niskamij,my great·grandfather
pitu'nuji'j,great·grandchild
pitu'peka'sik,blister
pi'tupey,tavern keeper
pi'tupo'kuom,tavern
pitu'sqi'kn,ceiling
pituwiskwa'sik,blister
pituwiskwa'taqnei,blister
pi'wask,lightning (heat)
pi'wej,yearling_beaver
piwe'k,cove
piwetm,animal_hair
piwetmit,hairy_(of_body)
piwiaq,left_over
piwj,beer
piwksemik,bushy
piwksemit,bushy·haired
piwsaqte'kne'l,kindling
piwsikn,scrap_of_paper
piwtikn,peeling_(of_fruit_or_vegetable)
pjila'si,welcome
pjilitaqw,welcome
pjilu,especially
pkenikn,fertilizer
pkesikn'ji'j,small_piece_of_cloth
pkijoqikn,bottle_cover
pku,gum
pkuiptnat,sticky·fingered
pkumane'ket,go_to_get(pick)_blueberries
pkuo'qeminaqsi,bake apple bush
pkuoqmink,cloudberries
pkwe'w,quahog
plamue'ket,fish_for_salmon
Plansue,Frank
plawej,grouse
plawe'sis,young_partridge
pleku,nail
pleku'j,tack
pleku'j,nail (small)
pleku'ji'j,small_nail
ples,pigeon
pl'koq,lover_(male_or_female)
plkoqt,swamp
plkow,porridge
plmskw,three_or_four·year·old_beaver
plo'qan,porridge
plos,brush
plu'jaqamat,look_in_mirror
plu'jaqamati,mirror
pluski'kn,ditch
pmetuk,on_side
pmtn,mountain
pnamujuiku's,January
pnasu'lkw,vessel
pnekwiaqal,fragments
pne'sukwati,drool
pokoman,kind_of_berry
po'ks,bed bug
pokwijiaq,
pokwijtesink,surface
pokwijto'kwet,floats to the top of the water
po'kwin,lagoon
po'laks,Polish
ponjn,oversized_(molasses)_barrel
poqa'lai,trouble swallowing
poqapskik,bare rock
poqatikney,umbrella
po'qatl,drill
po'qiket,drill
poqisa'tekemk,
poqjiatkitemit,begin_to_cry
poqjiktapekiet,begin_to_sing
poqjikwitmet,start_off_to_fish
poqjimatl,deal_harshly
poqjinewek,start_to_get_cool
poqjin'timk,beginning_of_war
poqjintoq,begin_to_sing
poqji'pimk,elopement
poqjit,elope
poqjiwsɨkkewe'k,start_to_laugh
poqjiwsit,start_to_move_or_vacate_a_residence
poqjiwsket,begin_to_fish
poqji·kwitna'q,start_off_by_canoe
poqji·mm'katpat,start_to_bald
po'q'k,drill
poqmalujek,lightning strike
poqmkuk,Pubnico
poqomaqnɨskw,cattail
poqonaqaluskw,wigwam_pole
poqonitpa'q,dark
poqonitpaqiaq,darken up
poqtamka'latl,starts_to_carry_away_or_take_along
poqtamka'sit,start_off
poqtamka'toq,start_to_carry_away_or_take_along
poqtamkiaq,begin
poqtamkiet,begin
poqtamkwe'ket,start_off_poling_(in_boat)
poqtamo'teket,ferry across
poqtapa'teket,start_to_scratch
poqtaskasik wktejke'l,backroom
poqtatejimatl,start_to_drag
poqtatpematl,begin_to_nag
poqta'ulalatl,start_to_lug
poqta'ulatk,start_to_lug
poqta'ulet,start_to_lug
poqtewo'kwet,begin_to_speak
poqtikimatl,send_off
poqtɨsqasik,ceiling
poqtisukwit,start_off_by_boat
poqtɨteskɨk,chase
poqt-ktiteskuatl,chase
poqtukkwalatl,start_to_follow
poqtukkwatk,start_to_follow
poqtuktoq,start_to_backpack
poqumaqnaskw,stem
poqwajite'lmatl,mistrust
poqwajite'tk,mistrust
poqwalamkewei,choke cherry
poqwa'lat,dry_throat
poqwasɨtiei,thimble
poqwasun,roof
poqwatikn,umbrella
poqwatikn,roof
poqwatiknji'j,shingle
postewit,scout
postewit,scout
Potlotek,Chapel Island
powkwete'kemkewi,threshing machine
powkwistekey,riddle grain
powniku,dress hides
pqalmawj,black_salmon
pqa'lu'skw,clay
pqan,nut
pqasqaqan,sock
pqa'w,clay
pqoqt,burl
pqoqte'kn,dead fall (kind_of_trap)
pquju,deserter
pqutamo'taqn,fare
pqutaqn,
pquta'skw,pond
pquta'skw,pool
pqutmo'sn,fare
pqutnanj,bastard
pqwasaw,eel filleted
pqwasawul,boneless_eel
pqwa'w,bark_(of_tree)
psa'mun,brisket
psan,snowflake
psanji'j,light_snowfall
psaqa'kw,bark
pse'sɨs,onion
psetkun,knot_(of_tree)
psetkunatkw,dead_(dried_out)_tree_branch
psew,gun_powder
psɨke'kn,ditch
psiktiej,kind_of_ant_(derogatory_expression)
psɨkuiku's,July
psi'kukwaqan,river_drive
psikweta'w,organ_taken_from_pig_to_predict_weather
psitn,river_channel
psitnu'j,small_river_channel
pskɨsan,foreshoulder_(of_animal)
pskweso'qon,scythe
puesu,bushel
pui'knei,broom
pui'kn'ji'j,whisk_broom
pui'kn'ji'je'skw,Puerto_Rican_woman
puistikna'jkl,seeds
pujka'ju,birch cup
puki-kepawisk,dew is heavy
pukimsie'wa'q,drizzle
pukimsie'waqunikiskik,muggy
pukkwana'latl,"smoke_(fish,_etc.)"
pukkwana'taqan,"place,_apparatus_or_utensil_for_smoking_meat"
pukkwanatasit_nme'j,smoked_fish
pukkwana'teket,smoke_(food)
pukkwana'toq,"smoke_(fish,_etc.)"
pukkwanaw,smoked_(e.g._fish_or_meat)
pukmaqnte'k,scourge
pukna'kwejit,caterpillar
pu'kowij,balsam_sap
puksaqatew,ember_of_firewood_or_coal
puksaqatew,hot_coal_or_log
Puksaqte'kne'katik,Pictou Landing
puksetew,soot
puksetew,coal
puksetewik,sooty
puksetewit,sooty
puksikna'qewit,hairy_(of_animal)
puksuk,firewood
puksuke'nmaq_epsaqtejk,wood_stove
puksukl,log
pukt,bay
puktaqiknaq,tea
pukte'nmaqn,fire
puktew,fire
puktewijk,whiskey
puktewik,hearth
puktewit,comet
puktewit skite'km,jack o'lantern
puktewo'kuom,
puktewulkw,steamboat
pukto'kuome'j,cricket
puktowo'kuo'm,chimney
pukujumue'jit,tripe
puku'kowij,blister
pukulatmu'j,elf
pukuli-ewei,pimple
pukulie'wei,boil
pukuluan,kidney
pukumaqan,weapon
pukume'j,centipede
pukuna'w,fluffy_or_hairy_animal
pukunesit,bushy
pukunmawe's,quahog
puku'skw,birch
pu'ku'tli'skiej,ouzel
pukwaja'latl,prepare_for_use
pukwales,swallow
pukwatqasik,bushy
pukwatqasit,bushy
pukwatqek,thicket
pukwei,cut_piece
pukwelijuit,flow_extensively
pukwelikanik,have_many_buildings_or_houses
pukweliket,live_together_in_group
pukweli-ku'niet,bleed_profusely
pukweli-mawita'jik,flock
pukwelk,lots
pukwenk,have_plenty_of
pukwennatl,have_plenty_of
pukwistina'kewit,hairy_(of_body)
pul'jayn,train
pul'jaynawti,railroad_track
Pulkujaqama'teketu,gargle
pulqujaqama'taqnei,gargle
punajeiwatl,stop_doing
puna'jewit,rebound in health
punajimatl,stop_lecturing_or_berating
punajo'tk,stop_doing
puna'latl,leave_or_separate
punal'tijik,leave_each_other
puna'luksi,abandon
punamuj,tommy_cod
Punamu'kwati,Salmon River
punatalk,stop_eating
puna'toq,quit
punelmit,stop_laughing
punewenk,stop_talking
punewistoq,stop_lecturing_or_preaching
punewo'kwet,stops_talking
punlukwewatl,stop_working_for
punqatk,cease_living_there
puntalatl,hex
puntat,hex
puntatk,hex
puntemit,stop_crying
puoinua'teket,conjure
puo'qn,dream
puowin,warlock
puowinujkwej,witch
pusik,embark
pusit,depart
puskelmi,laugh
puskelmit,laugh_repeatedly
puski-,often
puskialaknutk,go_around_spreading_rumors
puski-ali-ksɨta'kwet,free·loading for a meal
puskikjipulkwet,epileptic
puskikjipulkwet,epileptic
puskiksatkɨp,used_to_like
puski-ktikiet,Bacchanalian
puski-msie'waqn,misty
puski-msikesit,betrays
puskimtɨk,cry_repeatedly
puskiweniet,absent·minded
pusklu'sm,jelly
pustawet,beggar
pustemit,cry_repeatedly
pustmui,gum
pusu'l,Greetings!
pusu'lewiktuatl,greet
pusu'l_puna'ne,Happy_New_Year!
pu'tai,bottle
pu'taliewei,basket
pu'talqanatl,feel_inside_(with_hand)
pu'talqank,feel_inside_(with_hand)
putapa'sit,peer_into_a_hollow
pu'tapa'sit,peep_through
putapeka'sɨk,becomes_bloated
putapeka'sit,becomes_bloated
putaqatl,butcher
putaqiket,butcher
putawiaq,bloat
putɨp,whale
putɨpe'j,young_whale
putɨpekiaq,swell_up
putɨpekiet,swell_up
putlaq,seep_in
pu'tlaqan,wood_shaving
putmat,miss
putualatl,blow_on
putuatamit,blow
putuatk,blow_on
putue'smai,fart silently
putuktesink,dance_at_full_speed
qalipiket,shovel
qalipikewatl,shovel
qalipikey,shovel
qalipitk,shovel
qalipu,caribou
qaliputi,shovel
qaliputia'tu,shovel
qamawti,across the road
qame'k,other_side_of_river
qame'kewa'j,european
qamu,tallow
qapsku'j,little_waterfall
qapskuji'j,tiny_waterfall
qapskw,waterfall
qapskwamkitk,rapid_water
qaptm,land_area_surrounding_Restigouche_Reserve
qasawo'qei,iron_item_(pot)
qasawo'qu'j,knitting_needle
qaske'k-kjikmuk,coast
qasko'tk,take_or_withdraw_in_small_amounts
qaskwatalk,snack
qaskweiwatl,take_in_small_amounts
qasqei,board
qasqe'j,small_board
qata'ik,midway
qataqɨmu'k,seat position
qitalu'ke'l,canoe middle
qitayik,half way
qones,seed_beer
qo'pisun,infant
qoqwejimuj,mud_hen
qospem,lake
qotaqanikjipilaqn,muffler
qotaqnikjipilo'qon,necktie
qoti,pole_for_hanging_dried_meat_inside_wigwam
qo'tlo'mek,market
qunes/k,shoe
qwalqwasiet,sun_sets
qwaniej,phoney_person
qwa'nie'juei,imitation_thing
raft,ksmkwatiknei
sakalo'pi,hair_ribbon
sa'l,shawl
salawapu,salty_water
salawa'tat,add_salt
salawei,salt
salawe'k,salty
salite',auction
salitewa'teket,give_charity
salite'wit,collecting_for_charity
salletis,soda
salpo'l,ship
salpo'lku'j,small_sailboat
sama'latl,touch
samamatl,get_a_glimpse_of
samaptɨk,get_a_glimpse_of
sama'toq,touch
sam'qwan,water
samqwanapua'q,watery
samqwane'j,water_beetle(jnw)
sam'qwanik,water
samqwano'q,water_pitcher
samsɨtk,hear_vaguely
samta'tl,tap
samte'k,tap
samteskɨk,graze
samteskuatl,graze
samuqwaniaq,becomes_watery
samuqwaniet,becomes_watery
samuqwanit,
samuqwano'q,water pot
sankew,slowly
sankewa'latl,go_slowly_with
sankewa'sɨk,go_slow
sankewa'sit,go_slow
sankewa'toq,go_slow_with
sankewe'k,calm
sankeweyi,peaceful
sankewi-,calmly
sankewi'sit,talk_slowly
sankewite'lmatl,trust
sankewite'tk,trust
sankewi_ankita'sit,think_slowly
sankewlamit,breathing peacefully
sankewowo'kwet,talk_softly
sankewsawet,trim_slowly
sapa'latl,save_(from_mishap)
sapalqɨta'tl,stab
sapalqɨte'itl,stab
sapalqɨte'k,pierce_or_pierce_through
sapalqɨte'knei,stabbing implement
sapan,paste
sapan,porridge
sapa'qe'k,a_hole_through_(as_tunnel)
sa'pasnl,pierced him through
Sapatis,Jean·Baptiste
sa'pa'tl,pierce
sapa'toq,save_(from_mishap)
sapatqite'key,chopping a path
sapawsit,survive
sape'wik,holy
sape'wik,sacred
sape'wik_kespɨtek,Holy_Saturday
sapewik_ne'wowei,Holy_Thursday
sape'wit,saintly
sa'pɨk,pierce
sa'pikn,awl
sapi'sikn,borer
sapita'sit,relieved
sapo'nuk,tomorrow
saptaqekekn,survive
saptaqjink,chill_through
saptaqsink,wind penetrates
sapta'tl,sting
sapte'k,sting
sapte'knei,fork
sapuaptasik,transparent
sapuejit,salmon fly
sapukwan,water
sapun,contrary_person(slang)
sapuqwan,water_(sweet)
sapuqwani-pako'sit,lily_root
saputalqatk,dig_through
saputaqatk,last_or_stay_through
saputa'sɨk,pass_through
saputa'sit,pass_through
saputaskiaq,penetrate_through
saputaskiet,penetrate_through
saputa't,diarrhea
saputa'taqnei,laxative
saputawsit,recover_(from_illness_or_an_injury)
saputeta'tl,pierce_through_by_a_blow
saputete'k,pierce_through_by_a_blow
saputetelk,penetrate_or_pierce_through_(with_bullet_or_arrow_or_compressed_a ir/water)
saputeteluatl,penetrate_or_pierce_through_(with_bullet_or_arrow_or_compressed air_water)
saputeteskɨk,kick_through
saputeteskuatl,kick_through
sa'q,long_ago
saqaliaq,sprout
saqaliet,sprout
saqama'j,young_gentleman
saqama'skw,lady
saqamaw,gentleman
saqamawit,chief
saqamkitk,shallow
saqamu'kwet,chew_(gum)
saqamu'kwey,Chew
saqaniaq,thaw_or_melt_(of_snow)
saqanqapit,sit_on_the_floor_or_ground
saqanqatek,set_on_the_ground_or_the_floor
sa'qati,needle
sa'qatiju'aq,sensation_of_pins_and_needles
saqatuetesink,slip
sa'qawei,old
sa'qawejjuei,old_or_worn_out_article
saqawi'kan,old_camp
sa'qewe'ji'jk,elders
sa'qewe'jkewaq,elders
saqikpiaq,bud
sa'qitie'j,dragon fly
saqkusi,dream
saqliaq,sprouts
saqlma'skwi'l,peelings
saqmu'kwey,gum
saqniatew,thaw
saqpantiej,carpenter
saqpaqamikt,swamp
saqpe'k,wet
saqpelaq,wet snow
saqpelaq,wet snow
saqpiaq,get_wet
saqpiet,get_damp
saqpijaq,"damp, boggy"
saqpikjat,have_a_wet_bottom
saqpikun,tear drop
saqpiku'niet,shed tears
saqpi-piktit,farts wet
saqpipsaq,snow is wet
saqsikwemkewei,torchlight
saqsikwet,fish with_light_(at_night)
saq'sikwetestaqan,match
saqsikwetestu,fire
saqska'qwit,kettle
saqskei,flat
saqskiaq,bud
saqskulju'j,flat bottomed boat
saqtat,light_up_and_smoke
saqte'k,flat
saqti'l,side burns
saquliaq,thaws
sasap,jellyfish
sa'se'wa'latl,exchange
sa'se'wamukwa'latl,change_color
sa'se'wamukwa'toq,change_color
sa'se'wa'sɨk,change
sa'se'wa'sit,change
sa'se'wa'toq,exchange
sa'se'wa'tu,change
sa'se'wi'katl,changes_the_writing
sa'se'wi'kɨk,changes_the_writing
sa'se'wi'sit,change_language
sa'se'wit,exchange
sa'se'wi'tatl,change_the_name_of
sa'se'wi'tɨk,change_name_of
saskatu,flying squirrel
sa'slji'j,saucer
sasqa'kwiji'jit,small_pot_(for_cooking)
sasqa'kwit,frying pan
sasqale's,scallop
sasqapit,flat
sasqasitat,flatfooted
sasqatek,flat
sasqatesink,fall_flat_on_belly
sasqatu,flying_squirrel
sasqayejit,crab_louse
sasqe'k,flat
sasqikatat,flat-footed
sasqi-tna't,pug-nosed
sata'su,squid
satpituwi,give me your seat
sawepit,slouched_over
sa'wes,rain_hat
sawetek,slouched_over
sawikwat,long·haired_(of_man)
sawiptn,deformed_or_crippled_hand_or_arm
sawiptnat,have_deformed_or_crippled_hand_or_arm
seiekn,dry_goods
seieknji'j,piece_of_material
se'k,elsewhere
sekapeka'tu,tighten
Sekepne'kati,Second district
seke'sanmuti'l,nose
sekewa't,rise_(sun_or_moon)
sekewei,illegitimate child
se'kewei-,different
sekewe'ket,have_illegitimate_child_or_children
seki'kn,sail
sekit,urinate
se'kk eliey,go elsewhere
sekkapeki'smat,attached
sekki-,tightly
sekki-piktit,farts tight
sekkɨpilatl,tie_tightly
sekkɨpilk,tie_tightly
sekkwistesmatl,smash
sekwesma'sit,alights on water
sekwiskna'tu,tear it up
semkl,
semqa'luk,table_('case')_knife
semqloq,knife
sensusaqtn,south west
senusaqtik,south west wind
sepapjit,hold_in_concealment_in _the_hand
sepawi-,morning
sepawiey,early mormimg riser
sepay,this_morning
sepekwey,eyes shut
sepikwa'sit,close_eyes
sepikwet,have_eyes_closed
sepikwetesin,blink
sepitja'latl,grasp
sepitja'toq,grip
seppɨsaqa'latl,penetrate_through
seppɨsaqapit,penetrated_through
seppɨsaqa'sɨk,penetrates
seppɨsaqa'sit,penetrates
seppɨsaqatek,penetrated_through
seppɨsaqa'toq,penetrate
sepuijjenatl,hide_or_conceal_in_hand
sepuijjenk,hide_or_conceal_in_hand
sepulkomat,armpit
sepulkomit,hold_under_arm
sepusa'latl,bring_to_point
sepusa'toq,bring_to_point
sepusepilatl,close_by_tying_with_rope_or_string
sepusepilk,close_by_tying_with_rope_or_string
sepusepit,closed_up
sepusetek,closed_up
sepusi'satl,seam
sepusi'sɨk,seam
sesaki'k,bare footed
se'sa'latl,spread_out
se'sa'likik,scatter
se'saltukwa't,have_messy_hair
se'samkutekl,scattered
se'samkutesinkik,scattered
sesaqa'si,smarten up
sesaqɨsi,agile
sesaqtiey,belly ache
sesaqtoqsit,cackle
se'sa'sɨk,spread
se'sa'sit,wander
sesaski'm,bare footed
se'sa'toq,spread
se'siaqawei,birdshot
sesiktoqsit,snivel
se'sikwalatl,spread_around_by_hand
se'sikwatk,spread_around_by_hand
se'sita'jik,scatter
se'siteskaqik,scatter them
seskaqa'tu,cock a gun
se'skwalatl,holler
seskwe'k,lively
se'skwet,holler
sesoqte'kn,shelf
sespammu'k,messy
sespa'sit,restless
sespeiatijik,involved_in_relationship
sespeiwatl,molest
sespe'k,noisy
sespematl,continuously_bother_or_disturb_by_talking
sespematl,nag_about
sespena'q,noisy
sespenoqsit,noisy
sespeta'q,continuous_noise
sespete'lmatl,worry_about
sespete'tk,worry_about
sespetoqsit,talking_noisily
sespewo'kwet,blab_on
sespeyaq,pesters
sespite'tm,troubled
sespnoqsuet,riotous
sespo'teket,molest
sespo'tk,bother_it
sesputk,nag_about
Se'sukuli,Jesus_Christ
sesupa'lukwet,slide
sesupe'k,slippery
sesupikwatmat,greasy hairdo
sesuplkwek,slippery
sesupptaqq,slippery cloth
sesupqamikek,slippery
sesupulkwek,slippery
Se'sus,Jesus
sesu'sk,reed
seta'latl,put_aside
setamk,in_rear_or_stern_(of_boat)
setamtuke'l,back
setamtukwe'l,abaft
Se'ta'n,Saint·Anne
se'tane'umk,Sainte·Anne's_Day
Se'ta'nji'j,Little Saint Anne
setapukua'toq,stands_it_aside
seta'sɨk,moves_aside
seta'sit,moves_aside
seta'su,squid
seta'toqv,put_aside
sewikna't,ill
sewiptek,plant dies
sewiptina't,hands are tired
sewiska'latl,break
sewiska'toq,break
sewiska'tu,fracture
sewiskiaq,shred
sewiskiet,shred
sewiskina'latl,rip_or_tear_apart
sewiskina'toq,rip_or_tear_apart
sewi'skistaqn,baking soda
sewiskoqsit,break_up_(in_fire)
sewiskoqtek,break_up_(in_fire)
sewism,lacerate
sewistamit,gnaw
sewista'tl,pound_or_hack_to_bits
sewiste'k,pound_or_hack_to_bits
sewistelasik,fracturing
sewistestoq,smash
sewisto'kwek,break_up_(through_action_of_water)
sewisto'kwet,break_up_(through_action_of_water)
